Contract_Term,State,Company,Industry,Load,Peak_Rate,Off_Peak_Rate
12,NSW,Company 1084,"ACCOMMODATION, CAFES AND RESTAURANTS",113,12.86,7.56
48,NSW,Company 1085,PROPERTY AND BUSINESS SERVICES,803,10.81,7.29
54,VIC,Company 1086,WHOLESALE TRADE,113,6.33,4.39
12,NSW,Company 1087,HEALTH AND COMMUNITY SERVICES,454,12.07,7.14
36,NSW,Company 1088,"ACCOMMODATION, CAFES AND RESTAURANTS",368,9.87,6.43
24,VIC,Company 1089,MANUFACTURING,2547,9.89,7.59
12,NSW,Company 1090,MANUFACTURING,372,10.65,7.3
48,VIC,Company 1091,PROPERTY AND BUSINESS SERVICES,180,12.89,8.9
24,QLD,Company 1092,FINANCE AND INSURANCE,669,10.14,7.46
24,QLD,Company 1092,FINANCE AND INSURANCE,1146,10.14,7.46
48,SA,Company 1093,PROPERTY AND BUSINESS SERVICES,405,14,9.44
48,QLD,Company 1094,PROPERTY AND BUSINESS SERVICES,188,9.39,6.61
42,NSW,Company 1095,WHOLESALE TRADE,424,9.54,7.17
24,VIC,Company 1096,PROPERTY AND BUSINESS SERVICES,324,12.9,8.43
12,NSW,Company 1097,CULTURAL AND RECREATIONAL SERVICES,118,9.13,6.64
12,NSW,Company 1097,CULTURAL AND RECREATIONAL SERVICES,230,9.13,6.64
24,QLD,Company 1098,"ACCOMMODATION, CAFES AND RESTAURANTS",350,9.79,6.85
48,VIC,Company 1099,"AGRICULTURE, FORESTRY AND FISHING",273,6.56,4.82
48,QLD,Company 1100,PROPERTY AND BUSINESS SERVICES,622,9.39,6.61
36,QLD,Company 1101,MANUFACTURING,811,8.32,6.15
36,NSW,Company 1102,RETAIL TRADE,300,11.93,8.87
48,NSW,Company 1103,"ACCOMMODATION, CAFES AND RESTAURANTS",576,15.13,8.18
13,QLD,Company 1104,RETAIL TRADE,680,10.28,6.89
12,NSW,Company 1105,CULTURAL AND RECREATIONAL SERVICES,2289,10.63,6.86
48,QLD,Company 1106,RETAIL TRADE,380,9.77,5.99
36,VIC,Company 1107,PROPERTY AND BUSINESS SERVICES,543,12.81,8.84
12,QLD,Company 1108,TRANSPORT AND STORAGE,958,8.7,6.1
36,QLD,Company 1109,RETAIL TRADE,191,9.84,6.56
48,QLD,Company 1110,PROPERTY AND BUSINESS SERVICES,492,8.44,6.15
36,VIC,Company 1111,PROPERTY AND BUSINESS SERVICES,190,12.7,8.53
24,VIC,Company 1112,"ACCOMMODATION, CAFES AND RESTAURANTS",111,11.34,7.6
54,NSW,Company 1113,PROPERTY AND BUSINESS SERVICES,118,8.89,8.34
36,VIC,Company 1114,MANUFACTURING,1544,10.69,6.69
36,VIC,Company 1114,MANUFACTURING,1555,10.69,6.69
36,VIC,Company 1114,MANUFACTURING,1444,10.69,6.69
36,VIC,Company 1114,MANUFACTURING,1174,10.69,6.69
48,VIC,Company 1115,PROPERTY AND BUSINESS SERVICES,355,11.81,8.24
24,QLD,Company 1116,PROPERTY AND BUSINESS SERVICES,145,12.03,7.1
24,NSW,Company 1117,PROPERTY AND BUSINESS SERVICES,410,11.76,8.22
14,VIC,Company 1117,PROPERTY AND BUSINESS SERVICES,478,14.19,7.46
37,QLD,Company 1118,RETAIL TRADE,136,10.09,7.11
36,QLD,Company 1119,MANUFACTURING,358,9,6.79
36,QLD,Company 1119,MANUFACTURING,358,9,6.79
12,QLD,Company 1120,FINANCE AND INSURANCE,191,8.96,6.62
48,VIC,Company 1121,WHOLESALE TRADE,203,9.76,6.06
36,VIC,Company 1122,MANUFACTURING,198,8.77,7.95
48,QLD,Company 1123,WHOLESALE TRADE,577,8.61,7.87
48,VIC,Company 1124,MANUFACTURING,160,8.91,5.76
54,VIC,Company 1125,PROPERTY AND BUSINESS SERVICES,118,12.4,7.86
58,NSW,Company 1126,TRANSPORT AND STORAGE,309,9.36,6.24
12,VIC,Company 1127,MANUFACTURING,280,9.53,6.77
12,QLD,Company 1128,PROPERTY AND BUSINESS SERVICES,276,8.75,6.84
12,NSW,Company 1129,"ACCOMMODATION, CAFES AND RESTAURANTS",654,12.25,7.37
24,QLD,Company 1130,MANUFACTURING,3069,8.79,6.81
24,QLD,Company 1130,MANUFACTURING,2295,8.79,6.81
24,QLD,Company 1131,MANUFACTURING,319,8.94,6.93
36,VIC,Company 1132,MANUFACTURING,1663,11.75,8.88
12,NSW,Company 1133,EDUCATION,234,8.44,5.13
48,NSW,Company 1134,MANUFACTURING,201,9.7,7.47
48,QLD,Company 1135,PROPERTY AND BUSINESS SERVICES,242,11.85,7.04
36,QLD,Company 1136,TRANSPORT AND STORAGE,3885,10.57,7.14
48,NSW,Company 1137,RETAIL TRADE,305,12.18,8.01
24,NSW,Company 1138,MANUFACTURING,478,10.7,7
48,QLD,Company 1139,PROPERTY AND BUSINESS SERVICES,262,8.83,6.46
24,QLD,Company 1140,PROPERTY AND BUSINESS SERVICES,239,9.32,7.5
48,NSW,Company 1141,PROPERTY AND BUSINESS SERVICES,179,10.88,7.45
48,VIC,Company 1142,MANUFACTURING,207,8.28,5.82
36,QLD,Company 1143,FINANCE AND INSURANCE,392,7.99,6.24
36,QLD,Company 1144,MANUFACTURING,163,8.53,5.59
36,QLD,Company 1144,MANUFACTURING,163,8.53,5.59
48,VIC,Company 1145,TRANSPORT AND STORAGE,185,12.14,7.89
48,QLD,Company 1146,RETAIL TRADE,208,10.16,7.39
36,QLD,Company 1147,WHOLESALE TRADE,452,8.5,6.24
54,QLD,Company 1148,MANUFACTURING,252,9.15,7.41
36,VIC,Company 1149,WHOLESALE TRADE,368,8.5,8.4
12,SA,Company 1150,MANUFACTURING,340,17.39,8.97
12,SA,Company 1151,PROPERTY AND BUSINESS SERVICES,196,8.55,4.31
27,NSW,Company 1152,PROPERTY AND BUSINESS SERVICES,276,11.16,7.81
27,NSW,Company 1152,PROPERTY AND BUSINESS SERVICES,156,11.16,7.81
27,NSW,Company 1152,PROPERTY AND BUSINESS SERVICES,175,11.16,7.81
27,NSW,Company 1152,PROPERTY AND BUSINESS SERVICES,132,11.16,7.81
27,NSW,Company 1152,PROPERTY AND BUSINESS SERVICES,1150,11.16,7.81
27,NSW,Company 1152,PROPERTY AND BUSINESS SERVICES,268,11.16,7.81
27,NSW,Company 1152,PROPERTY AND BUSINESS SERVICES,159,11.16,7.81
18,NSW,Company 1152,CONSTRUCTION,2074,10.52,8.07
27,NSW,Company 1152,PROPERTY AND BUSINESS SERVICES,128,11.16,7.81
27,NSW,Company 1152,PROPERTY AND BUSINESS SERVICES,268,11.16,7.81
27,NSW,Company 1152,PROPERTY AND BUSINESS SERVICES,1722,11.16,7.81
48,VIC,Company 1153,"AGRICULTURE, FORESTRY AND FISHING",369,12.98,8.45
24,NSW,Company 1154,RETAIL TRADE,173,11.18,8.67
24,VIC,Company 1155,MANUFACTURING,271,12.79,6.88
24,VIC,Company 1155,MANUFACTURING,521,12.79,6.88
48,VIC,Company 1156,RETAIL TRADE,564,11.34,7.59
54,VIC,Company 1157,"AGRICULTURE, FORESTRY AND FISHING",194,9.58,6.18
12,QLD,Company 1158,MANUFACTURING,212,7.19,4.97
48,NSW,Company 1159,MANUFACTURING,284,9.94,9.14
36,SA,Company 1160,MANUFACTURING,724,14.11,9.12
24,QLD,Company 1161,GOVERNMENT ADMINISTRATION AND DEFENCE,168,9.3,8.34
48,NSW,Company 1162,PROPERTY AND BUSINESS SERVICES,284,11.44,6.8
24,QLD,Company 1163,COMMUNICATION SERVICES,177,8.6,5.42
28,QLD,Company 1164,MANUFACTURING,436,9.93,7.79
28,QLD,Company 1164,MANUFACTURING,436,9.93,7.79
12,QLD,Company 1165,MANUFACTURING,243,9.49,5.66
48,VIC,Company 1166,MANUFACTURING,354,11.51,7.89
36,NSW,Company 1167,"ACCOMMODATION, CAFES AND RESTAURANTS",328,11.68,7.69
41,NSW,Company 1168,RETAIL TRADE,1075,13.98,7.37
36,NSW,Company 1169,MANUFACTURING,158,12.33,8.47
12,NSW,Company 1170,"AGRICULTURE, FORESTRY AND FISHING",161,11.39,6.71
12,NSW,Company 1170,"AGRICULTURE, FORESTRY AND FISHING",203,11.39,6.71
12,NSW,Company 1170,"AGRICULTURE, FORESTRY AND FISHING",237,11.39,6.71
12,VIC,Company 1171,PROPERTY AND BUSINESS SERVICES,218,9.22,6.81
12,VIC,Company 1171,PROPERTY AND BUSINESS SERVICES,113,9.22,6.81
12,VIC,Company 1171,PROPERTY AND BUSINESS SERVICES,113,9.22,6.81
12,VIC,Company 1171,PROPERTY AND BUSINESS SERVICES,1374,9.22,6.81
12,VIC,Company 1171,PROPERTY AND BUSINESS SERVICES,1464,9.22,6.81
36,NSW,Company 1172,PROPERTY AND BUSINESS SERVICES,114,10.89,7.43
48,VIC,Company 1173,PROPERTY AND BUSINESS SERVICES,942,13.07,7.4
48,VIC,Company 1174,PROPERTY AND BUSINESS SERVICES,556,13.26,7.72
48,VIC,Company 1175,"ACCOMMODATION, CAFES AND RESTAURANTS",688,13.11,7.87
24,VIC,Company 1176,MANUFACTURING,114,13.65,8.49
12,QLD,Company 1177,HEALTH AND COMMUNITY SERVICES,286,8.75,6.25
36,VIC,Company 1178,WHOLESALE TRADE,601,10.9,6.39
48,VIC,Company 1179,CULTURAL AND RECREATIONAL SERVICES,161,14.02,8.99
48,SA,Company 1180,MANUFACTURING,160,15.29,7.97
36,VIC,Company 1181,MANUFACTURING,839,12.9,8.42
36,NSW,Company 1182,WHOLESALE TRADE,1554,10.38,7.24
24,QLD,Company 1183,PERSONAL AND OTHER SERVICES,248,8.27,5.79
58,NSW,Company 1184,CULTURAL AND RECREATIONAL SERVICES,456,8.06,5.72
50,NSW,Company 1185,RETAIL TRADE,204,9.17,6.97
12,NSW,Company 1186,CULTURAL AND RECREATIONAL SERVICES,217,12.05,7.88
55,NSW,Company 1187,EDUCATION,140,12.76,7.85
48,NSW,Company 1187,EDUCATION,617,12.17,7.42
55,NSW,Company 1187,EDUCATION,225,12.76,7.85
36,NSW,Company 1188,CULTURAL AND RECREATIONAL SERVICES,147,9.66,5.98
48,VIC,Company 1189,RETAIL TRADE,433,5.22,3.03
24,NSW,Company 1190,CONSTRUCTION,276,12.97,9.2
24,QLD,Company 1190,WHOLESALE TRADE,234,10.78,8.04
36,QLD,Company 1191,RETAIL TRADE,177,8.27,6.04
21,NSW,Company 1192,PROPERTY AND BUSINESS SERVICES,337,11.38,7.79
12,NSW,Company 1193,MANUFACTURING,176,6.09,5.12
36,NSW,Company 1194,PROPERTY AND BUSINESS SERVICES,273,10.88,7.44
36,NSW,Company 1194,PROPERTY AND BUSINESS SERVICES,281,10.88,7.44
36,NSW,Company 1194,PROPERTY AND BUSINESS SERVICES,191,10.88,7.44
36,NSW,Company 1194,PROPERTY AND BUSINESS SERVICES,191,10.88,7.44
36,NSW,Company 1194,PROPERTY AND BUSINESS SERVICES,207,10.88,7.44
36,NSW,Company 1194,PROPERTY AND BUSINESS SERVICES,190,10.88,7.44
36,NSW,Company 1194,PROPERTY AND BUSINESS SERVICES,237,10.88,7.44
36,NSW,Company 1194,PROPERTY AND BUSINESS SERVICES,237,10.88,7.44
36,NSW,Company 1194,PROPERTY AND BUSINESS SERVICES,237,10.88,7.44
36,NSW,Company 1194,PROPERTY AND BUSINESS SERVICES,237,10.88,7.44
36,NSW,Company 1194,PROPERTY AND BUSINESS SERVICES,222,10.88,7.44
36,NSW,Company 1194,PROPERTY AND BUSINESS SERVICES,257,10.88,7.44
36,NSW,Company 1195,MANUFACTURING,120,10.02,6.39
24,VIC,Company 1196,"ACCOMMODATION, CAFES AND RESTAURANTS",174,12.52,7.09
24,SA,Company 1197,MANUFACTURING,421,12.87,8.58
12,NSW,Company 1198,RETAIL TRADE,1262,11.7,7.47
48,QLD,Company 1199,PROPERTY AND BUSINESS SERVICES,2000,8.92,6.47
50,QLD,Company 1199,PROPERTY AND BUSINESS SERVICES,166,9.02,6.55
24,NSW,Company 1200,CULTURAL AND RECREATIONAL SERVICES,123,10.93,6.02
24,QLD,Company 1201,RETAIL TRADE,150,8.71,5.99
57,QLD,Company 1202,"ACCOMMODATION, CAFES AND RESTAURANTS",258,7.16,5.2
36,QLD,Company 1203,FINANCE AND INSURANCE,231,10.42,7.48
48,NSW,Company 1204,CULTURAL AND RECREATIONAL SERVICES,145,9.41,6.24
36,NSW,Company 1205,MANUFACTURING,246,10.32,8.39
36,VIC,Company 1205,MANUFACTURING,110,12.74,7.97
24,QLD,Company 1206,"ACCOMMODATION, CAFES AND RESTAURANTS",218,7.19,5.38
24,QLD,Company 1206,"ACCOMMODATION, CAFES AND RESTAURANTS",1937,7.19,5.38
24,QLD,Company 1206,"ACCOMMODATION, CAFES AND RESTAURANTS",557,7.19,5.38
36,NSW,Company 1207,WHOLESALE TRADE,165,8.94,5.94
12,QLD,Company 1208,HEALTH AND COMMUNITY SERVICES,878,8.87,6.21
48,QLD,Company 1209,MANUFACTURING,334,8.13,5.01
36,NSW,Company 1210,PROPERTY AND BUSINESS SERVICES,504,8.31,5.78
36,NSW,Company 1210,PROPERTY AND BUSINESS SERVICES,545,8.31,5.78
12,QLD,Company 1211,TRANSPORT AND STORAGE,134,7.33,5.16
24,QLD,Company 1212,WHOLESALE TRADE,160,10.92,7.63
36,VIC,Company 1213,"ACCOMMODATION, CAFES AND RESTAURANTS",215,15.66,9.91
36,SA,Company 1214,HEALTH AND COMMUNITY SERVICES,321,19.95,9.81
48,VIC,Company 1215,PROPERTY AND BUSINESS SERVICES,166,10.53,9
12,QLD,Company 1216,FINANCE AND INSURANCE,365,8.81,6.77
48,QLD,Company 1217,WHOLESALE TRADE,1172,9.2,6.51
36,NSW,Company 1218,"AGRICULTURE, FORESTRY AND FISHING",109,9.12,7.96
27,VIC,Company 1219,WHOLESALE TRADE,204,10.39,6.2
36,VIC,Company 1219,WHOLESALE TRADE,204,10.39,6.2
36,QLD,Company 1220,RETAIL TRADE,103,12.27,8.08
36,QLD,Company 1221,WHOLESALE TRADE,616,10.99,6.16
48,QLD,Company 1222,WHOLESALE TRADE,314,9.02,4.68
58,QLD,Company 1223,PROPERTY AND BUSINESS SERVICES,140,8.1,5.52
50,QLD,Company 1224,WHOLESALE TRADE,443,8.74,6.55
50,QLD,Company 1224,WHOLESALE TRADE,158,8.74,6.55
12,VIC,Company 1225,PROPERTY AND BUSINESS SERVICES,258,9.94,11.11
48,NSW,Company 1226,HEALTH AND COMMUNITY SERVICES,363,12.34,8.71
36,QLD,Company 1227,CULTURAL AND RECREATIONAL SERVICES,111,7.75,5.9
48,QLD,Company 1228,PROPERTY AND BUSINESS SERVICES,935,9.3,6.54
12,SA,Company 1229,PROPERTY AND BUSINESS SERVICES,454,16.36,8.3
36,VIC,Company 1230,RETAIL TRADE,2094,12.07,7.58
48,VIC,Company 1231,WHOLESALE TRADE,608,11.07,7.45
36,QLD,Company 1232,MANUFACTURING,2150,6.88,5.24
48,QLD,Company 1233,"ACCOMMODATION, CAFES AND RESTAURANTS",1118,8.46,6.21
12,NSW,Company 1234,MANUFACTURING,2600,12.01,7.39
12,NSW,Company 1234,MANUFACTURING,136,12.01,7.39
48,QLD,Company 1235,PROPERTY AND BUSINESS SERVICES,167,8.55,6.48
48,QLD,Company 1235,PROPERTY AND BUSINESS SERVICES,669,8.55,6.48
53,NSW,Company 1236,FINANCE AND INSURANCE,150,11.95,8.29
48,NSW,Company 1236,PROPERTY AND BUSINESS SERVICES,178,10.61,7.5
7,VIC,Company 1237,WHOLESALE TRADE,150,14.04,9.52
24,VIC,Company 1238,MANUFACTURING,380,10.6,7.14
12,VIC,Company 1239,PROPERTY AND BUSINESS SERVICES,179,11.76,7.33
36,VIC,Company 1240,RETAIL TRADE,313,9.55,7.03
36,VIC,Company 1240,RETAIL TRADE,348,9.55,7.03
36,VIC,Company 1240,RETAIL TRADE,223,9.55,7.03
36,VIC,Company 1240,RETAIL TRADE,4040,9.55,7.03
36,VIC,Company 1240,RETAIL TRADE,765,9.55,7.03
36,VIC,Company 1240,RETAIL TRADE,172,9.55,7.03
48,NSW,Company 1241,RETAIL TRADE,126,12.13,7.92
12,VIC,Company 1242,MANUFACTURING,120,11.73,6.67
49,QLD,Company 1243,MANUFACTURING,600,7.07,5.71
12,NSW,Company 1244,WHOLESALE TRADE,411,7.27,6.86
36,VIC,Company 1245,WHOLESALE TRADE,155,9.77,5.43
36,QLD,Company 1246,MANUFACTURING,133,7.85,6.7
12,VIC,Company 1247,MANUFACTURING,262,15.68,9.16
49,VIC,Company 1248,RETAIL TRADE,142,15,8.64
24,VIC,Company 1249,RETAIL TRADE,226,5.26,3.45
12,NSW,Company 1250,CULTURAL AND RECREATIONAL SERVICES,1093,12.37,7.26
24,QLD,Company 1251,CULTURAL AND RECREATIONAL SERVICES,102,9.38,6.13
36,QLD,Company 1252,"ACCOMMODATION, CAFES AND RESTAURANTS",124,10.33,6.91
18,SA,Company 1253,CONSTRUCTION,1253,11.93,8.45
48,VIC,Company 1254,MANUFACTURING,590,5.01,3.53
24,VIC,Company 1255,RETAIL TRADE,171,13.58,8.87
58,SA,Company 1256,PROPERTY AND BUSINESS SERVICES,179,16.85,10.2
24,VIC,Company 1257,TRANSPORT AND STORAGE,562,10.33,6.52
48,QLD,Company 1258,"ACCOMMODATION, CAFES AND RESTAURANTS",195,8.47,5.75
24,NSW,Company 1259,HEALTH AND COMMUNITY SERVICES,229,5.93,3.71
24,NSW,Company 1260,MANUFACTURING,310,9.28,7.13
24,NSW,Company 1260,MANUFACTURING,1419,9.28,7.13
24,NSW,Company 1260,MANUFACTURING,176,9.28,7.13
24,NSW,Company 1260,MANUFACTURING,860,9.28,7.13
24,NSW,Company 1260,MANUFACTURING,1397,9.28,7.13
24,NSW,Company 1260,MANUFACTURING,1472,9.28,7.13
24,NSW,Company 1260,MANUFACTURING,224,9.28,7.13
24,NSW,Company 1261,CULTURAL AND RECREATIONAL SERVICES,168,11.69,7.93
48,VIC,Company 1262,"ACCOMMODATION, CAFES AND RESTAURANTS",249,11.57,9.05
36,QLD,Company 1263,EDUCATION,1229,8.74,6.58
36,QLD,Company 1263,EDUCATION,1322,8.74,6.58
36,QLD,Company 1264,WHOLESALE TRADE,201,10.83,8.59
39,VIC,Company 1265,MANUFACTURING,127,6.91,4.69
36,VIC,Company 1266,MANUFACTURING,300,8.14,7.15
24,QLD,Company 1267,PROPERTY AND BUSINESS SERVICES,729,8.86,6.58
48,VIC,Company 1268,HEALTH AND COMMUNITY SERVICES,291,13.29,9.47
24,QLD,Company 1269,"ACCOMMODATION, CAFES AND RESTAURANTS",301,8.32,5.62
48,NSW,Company 1270,PROPERTY AND BUSINESS SERVICES,279,12.46,7.11
36,NSW,Company 1271,CULTURAL AND RECREATIONAL SERVICES,178,12.33,8.54
12,NSW,Company 1272,CULTURAL AND RECREATIONAL SERVICES,388,12.41,7.04
36,SA,Company 1273,MANUFACTURING,112,15.86,8.82
12,NSW,Company 1274,PERSONAL AND OTHER SERVICES,310,10.43,7.18
48,VIC,Company 1275,MANUFACTURING,137,6.16,4.36
48,VIC,Company 1276,PROPERTY AND BUSINESS SERVICES,143,9.45,7.25
12,NSW,Company 1277,MANUFACTURING,244,10.73,7.17
48,VIC,Company 1278,WHOLESALE TRADE,252,11.96,8.12
48,VIC,Company 1278,WHOLESALE TRADE,151,11.96,8.12
48,VIC,Company 1279,RETAIL TRADE,209,12.05,8.22
24,NSW,Company 1280,CULTURAL AND RECREATIONAL SERVICES,112,9.08,6.09
36,VIC,Company 1281,RETAIL TRADE,336,13.2,8.68
24,VIC,Company 1282,CULTURAL AND RECREATIONAL SERVICES,236,12.71,7.65
54,VIC,Company 1283,PROPERTY AND BUSINESS SERVICES,160,9.88,6.12
12,NSW,Company 1284,MANUFACTURING,4531,11.97,6.73
48,NSW,Company 1285,MANUFACTURING,488,10,7.15
12,NSW,Company 1286,WHOLESALE TRADE,2044,8.32,6.27
12,NSW,Company 1286,WHOLESALE TRADE,148,8.32,6.27
12,NSW,Company 1286,WHOLESALE TRADE,148,8.32,6.27
36,NSW,Company 1287,"ACCOMMODATION, CAFES AND RESTAURANTS",299,9.79,6.17
12,NSW,Company 1288,"ACCOMMODATION, CAFES AND RESTAURANTS",175,12.06,6.85
36,NSW,Company 1289,PROPERTY AND BUSINESS SERVICES,214,10.88,7.44
36,VIC,Company 1290,CONSTRUCTION,276,10.3,6.9
36,QLD,Company 1291,"ACCOMMODATION, CAFES AND RESTAURANTS",1311,7.83,5.86
36,QLD,Company 1291,"ACCOMMODATION, CAFES AND RESTAURANTS",1067,7.83,5.86
36,SA,Company 1292,PROPERTY AND BUSINESS SERVICES,265,14.64,9.21
36,NSW,Company 1293,MANUFACTURING,228,9.8,6.99
48,VIC,Company 1294,MANUFACTURING,930,8.74,7
48,VIC,Company 1294,MANUFACTURING,2400,8.74,7
45,VIC,Company 1295,"AGRICULTURE, FORESTRY AND FISHING",257,9.5,5.3
48,NSW,Company 1296,CULTURAL AND RECREATIONAL SERVICES,392,9,5.8
12,NSW,Company 1297,"ACCOMMODATION, CAFES AND RESTAURANTS",486,10.92,7.35
12,VIC,Company 1298,"ACCOMMODATION, CAFES AND RESTAURANTS",117,9.95,6
12,VIC,Company 1298,"ACCOMMODATION, CAFES AND RESTAURANTS",117,9.95,6
48,VIC,Company 1299,PROPERTY AND BUSINESS SERVICES,246,10.99,8.25
12,NSW,Company 1300,RETAIL TRADE,363,10.21,6.64
54,VIC,Company 1301,MANUFACTURING,144,5.69,4.79
36,QLD,Company 1302,MANUFACTURING,425,7.32,5.99
36,QLD,Company 1302,MANUFACTURING,247,7.32,5.99
36,QLD,Company 1303,PROPERTY AND BUSINESS SERVICES,163,9.99,7.19
21,SA,Company 1304,MANUFACTURING,160,14.27,8.38
24,NSW,Company 1305,PROPERTY AND BUSINESS SERVICES,588,10.37,6.81
36,VIC,Company 1306,MANUFACTURING,328,11.65,6.7
36,VIC,Company 1306,MANUFACTURING,181,11.65,6.7
48,VIC,Company 1307,WHOLESALE TRADE,133,8.5,6.09
31,VIC,Company 1308,MANUFACTURING,164,9.03,7.28
48,VIC,Company 1309,MANUFACTURING,155,13.61,8.15
24,QLD,Company 1310,MANUFACTURING,157,7.28,5.76
12,NSW,Company 1311,PROPERTY AND BUSINESS SERVICES,330,11.99,7.51
57,SA,Company 1312,WHOLESALE TRADE,169,11.71,7.74
12,NSW,Company 1313,PROPERTY AND BUSINESS SERVICES,310,12.43,6.82
48,VIC,Company 1314,PROPERTY AND BUSINESS SERVICES,1027,10.36,7.23
36,VIC,Company 1315,MANUFACTURING,116,11.45,8.19
36,QLD,Company 1316,CULTURAL AND RECREATIONAL SERVICES,355,10.02,6.97
48,VIC,Company 1317,MANUFACTURING,450,10.2,6.58
36,QLD,Company 1318,"ACCOMMODATION, CAFES AND RESTAURANTS",320,11.81,8.53
36,VIC,Company 1319,RETAIL TRADE,268,10.82,6.47
36,SA,Company 1320,"ACCOMMODATION, CAFES AND RESTAURANTS",193,16.35,9.16
21,SA,Company 1320,"ACCOMMODATION, CAFES AND RESTAURANTS",325,16.35,9.16
48,NSW,Company 1321,MANUFACTURING,723,8.62,5.72
54,QLD,Company 1322,WHOLESALE TRADE,120,11.81,8.69
48,VIC,Company 1323,MANUFACTURING,303,11.84,10.19
44,SA,Company 1324,"ACCOMMODATION, CAFES AND RESTAURANTS",163,15.13,8.81
48,NSW,Company 1325,PROPERTY AND BUSINESS SERVICES,200,9.23,5.77
36,NSW,Company 1326,PROPERTY AND BUSINESS SERVICES,314,8.27,5.61
48,VIC,Company 1327,MANUFACTURING,538,6.38,3.77
24,NSW,Company 1328,RETAIL TRADE,257,10.67,7.49
12,NSW,Company 1329,TRANSPORT AND STORAGE,772,9.47,6.85
36,VIC,Company 1330,"ACCOMMODATION, CAFES AND RESTAURANTS",182,14.25,10.52
48,SA,Company 1331,PROPERTY AND BUSINESS SERVICES,585,16.47,8.94
12,VIC,Company 1332,PROPERTY AND BUSINESS SERVICES,446,10.34,7.21
25,VIC,Company 1333,MANUFACTURING,178,12.89,8.71
12,VIC,Company 1334,WHOLESALE TRADE,200,11.28,7.31
36,VIC,Company 1335,FINANCE AND INSURANCE,204,12.07,6.96
53,NSW,Company 1336,PROPERTY AND BUSINESS SERVICES,131,10.53,7
36,NSW,Company 1336,"ACCOMMODATION, CAFES AND RESTAURANTS",819,8.01,4.61
24,QLD,Company 1337,WHOLESALE TRADE,1004,7.31,5.91
48,QLD,Company 1338,EDUCATION,341,9.01,6.2
12,QLD,Company 1339,"ACCOMMODATION, CAFES AND RESTAURANTS",334,11.15,6.6
54,VIC,Company 1340,PROPERTY AND BUSINESS SERVICES,168,12.4,7.86
12,VIC,Company 1341,TRANSPORT AND STORAGE,401,11.23,8.01
36,SA,Company 1342,PROPERTY AND BUSINESS SERVICES,160,17.79,9.82
36,QLD,Company 1343,MANUFACTURING,355,9,6.71
36,QLD,Company 1343,MANUFACTURING,325,9,6.71
48,NSW,Company 1344,RETAIL TRADE,128,7.41,5.46
48,NSW,Company 1344,RETAIL TRADE,3910,7.41,5.46
48,QLD,Company 1344,RETAIL TRADE,393,7.16,5.1
24,QLD,Company 1344,PROPERTY AND BUSINESS SERVICES,891,8.91,7.08
48,QLD,Company 1344,RETAIL TRADE,1128,7.16,5.1
48,QLD,Company 1344,RETAIL TRADE,1259,7.16,5.1
48,QLD,Company 1344,RETAIL TRADE,3809,7.16,5.1
12,VIC,Company 1345,HEALTH AND COMMUNITY SERVICES,548,14.48,8.18
9,NSW,Company 1346,HEALTH AND COMMUNITY SERVICES,429,10.45,6.82
12,NSW,Company 1346,HEALTH AND COMMUNITY SERVICES,217,12.07,7.14
12,NSW,Company 1346,HEALTH AND COMMUNITY SERVICES,196,12.07,7.14
12,NSW,Company 1346,HEALTH AND COMMUNITY SERVICES,415,12.07,7.14
48,QLD,Company 1347,PROPERTY AND BUSINESS SERVICES,248,10.38,7.45
24,VIC,Company 1348,PROPERTY AND BUSINESS SERVICES,160,10.98,8.42
36,QLD,Company 1349,"ACCOMMODATION, CAFES AND RESTAURANTS",115,10.96,6.93
12,QLD,Company 1350,PERSONAL AND OTHER SERVICES,347,7.75,5.94
12,NSW,Company 1351,PERSONAL AND OTHER SERVICES,314,10.42,6.71
24,NSW,Company 1352,PROPERTY AND BUSINESS SERVICES,415,10.32,7.22
12,NSW,Company 1353,MANUFACTURING,160,8.38,6.29
5,NSW,Company 1354,RETAIL TRADE,178,10.05,6.55
5,NSW,Company 1354,RETAIL TRADE,163,10.05,6.55
12,NSW,Company 1354,RETAIL TRADE,1037,12.35,7.38
13,QLD,Company 1354,PROPERTY AND BUSINESS SERVICES,160,10.08,7.02
12,QLD,Company 1354,WHOLESALE TRADE,1762,6.99,4.77
12,VIC,Company 1354,RETAIL TRADE,627,14.3,7.57
35,QLD,Company 1355,HEALTH AND COMMUNITY SERVICES,230,11.71,8.3
12,NSW,Company 1356,CULTURAL AND RECREATIONAL SERVICES,671,11.51,6.6
12,VIC,Company 1357,FINANCE AND INSURANCE,185,12.82,8.59
12,NSW,Company 1358,PROPERTY AND BUSINESS SERVICES,529,10.16,6.93
12,VIC,Company 1359,MANUFACTURING,156,12.76,8.46
12,VIC,Company 1359,MANUFACTURING,156,12.76,8.46
12,VIC,Company 1359,MANUFACTURING,698,12.76,8.46
12,VIC,Company 1359,MANUFACTURING,698,12.76,8.46
12,VIC,Company 1359,MANUFACTURING,634,12.76,8.46
42,VIC,Company 1360,PROPERTY AND BUSINESS SERVICES,264,14.36,8.33
36,VIC,Company 1360,PROPERTY AND BUSINESS SERVICES,1344,13.38,8.03
48,NSW,Company 1361,PROPERTY AND BUSINESS SERVICES,190,14.45,9.37
34,NSW,Company 1362,RETAIL TRADE,198,6.07,4.23
